campaign_id,week_number,week_date,spend,impressions,clicks,conversions
95,3,2026-09-04,62.51,6945,106,4
95,4,2026-09-11,63.23,7026,108,4
95,5,2026-09-18,30.24,3360,51,2
95,6,2026-09-25,41.66,4629,71,2
95,7,2026-10-02,16.19,1799,27,1
95,8,2026-10-09,49.6,5511,84,3
95,9,2026-10-16,18.08,2009,30,1
95,10,2026-10-23,1.0,111,2,0
96,0,2025-09-05,172.54,28757,0,9
96,1,2025-09-12,83.29,13881,0,5
96,2,2025-09-19,82.54,13756,0,5
97,0,2026-04-17,8.79,977,3,0
97,1,2026-04-24,60.32,6702,27,4
97,2,2026-05-01,84.86,9429,38,6
97,3,2026-05-08,155.28,17253,70,11
97,4,2026-05-15,184.39,20488,83,13
97,5,2026-05-22,73.69,8188,33,6
98,0,2026-07-03,26.39,6598,40,11
98,1,2026-07-10,8.79,2198,13,3
98,2,2026-07-17,7.93,1982,12,3
98,3,2026-07-24,2.57,643,4,1
98,4,2026-07-31,42.02,10504,65,17
98,5,2026-08-07,32.46,8116,50,14
98,6,2026-08-14,14.84,3709,23,6
98,7,2026-08-21,10.36,2589,15,4
98,8,2026-08-28,13.43,3357,21,6
98,9,2026-09-04,3.58,894,6,2
98,10,2026-09-11,17.78,4444,27,8
99,0,2025-11-21,196.2,16350,468,17
99,1,2025-11-28,158.41,13201,378,15
99,2,2025-12-05,342.14,28512,816,32
99,3,2025-12-12,251.2,20933,598,23
99,4,2025-12-19,394.97,32914,940,37
99,5,2025-12-26,54.37,4531,129,4
99,6,2026-01-02,474.08,39507,1129,43
99,7,2026-01-09,227.21,18934,541,21
99,8,2026-01-16,64.27,5356,154,6
99,9,2026-01-23,42.92,3577,102,4
100,0,2025-12-19,190.57,31762,0,11
100,1,2025-12-26,147.55,24592,0,9
100,2,2026-01-02,134.57,22429,0,8
100,3,2026-01-09,471.68,78614,0,27
100,4,2026-01-16,86.47,14411,0,5
100,5,2026-01-23,87.99,14665,0,5
100,6,2026-01-30,338.9,56483,0,19
100,7,2026-02-06,317.21,52869,0,18
101,0,2026-03-27,349.92,29160,786,21
101,1,2026-04-03,85.28,7107,192,5
101,2,2026-04-10,1089.77,90814,2448,65
101,3,2026-04-17,289.69,24141,651,18
102,0,2026-05-08,536.09,89348,624,44
102,1,2026-05-15,72.37,12061,84,5
102,2,2026-05-22,289.66,48277,337,24
102,3,2026-05-29,52.06,8676,61,4
102,4,2026-06-05,477.95,79658,556,40
102,5,2026-06-12,435.75,72625,506,36
103,0,2026-06-26,170.1,11340,217,6
103,1,2026-07-03,1396.56,93104,1782,52
103,2,2026-07-10,159.41,10627,204,6
103,3,2026-07-17,1677.69,111846,2141,62
103,4,2026-07-24,331.53,22102,423,12
103,5,2026-07-31,135.82,9055,174,5
103,6,2026-08-07,416.31,27754,532,15
103,7,2026-08-14,597.16,39811,762,22
103,8,2026-08-21,695.76,46384,887,26
103,9,2026-08-28,956.61,63774,1220,35
103,10,2026-09-04,742.89,49526,948,28
104,0,2025-09-05,195.77,13051,298,9
104,1,2025-09-12,68.3,4553,103,3
104,2,2025-09-19,57.16,3811,87,3
105,0,2026-01-02,187.22,23402,1313,52
105,1,2026-01-09,111.18,13897,779,31
105,2,2026-01-16,114.5,14313,803,32
105,3,2026-01-23,180.67,22584,1267,51
105,4,2026-01-30,114.05,14256,799,32
105,5,2026-02-06,65.13,8141,457,19
105,6,2026-02-13,220.57,27571,1547,63
105,7,2026-02-20,178.78,22348,1254,51
105,8,2026-02-27,132.73,16591,931,37
105,9,2026-03-06,245.08,30635,1718,69
105,10,2026-03-13,118.34,14793,829,33
105,11,2026-03-20,152.12,19015,1067,42
106,0,2025-12-26,32.38,4048,207,9
106,1,2026-01-02,58.5,7312,374,14
106,2,2026-01-09,44.35,5544,283,11
106,3,2026-01-16,88.7,11088,566,23
106,4,2026-01-23,88.86,11107,568,23
106,5,2026-01-30,32.51,4064,207,8
106,6,2026-02-06,63.56,7945,405,16
106,7,2026-02-13,98.22,12277,627,25
106,8,2026-02-20,20.97,2621,134,6
107,0,2026-03-13,9.74,2434,23,4
107,1,2026-03-20,2.39,598,6,1
107,2,2026-03-27,4.57,1142,11,2
107,3,2026-04-03,6.04,1509,14,2
107,4,2026-04-10,3.18,796,7,2
107,5,2026-04-17,10.77,2692,26,4
107,6,2026-04-24,4.7,1175,12,2
107,7,2026-05-01,13.64,3409,33,5
107,8,2026-05-08,9.59,2398,22,4
107,9,2026-05-15,4.7,1175,11,1
107,10,2026-05-22,3.78,946,9,1
107,11,2026-05-29,8.98,2245,21,3
108,0,2026-01-23,165.77,11051,154,4
108,1,2026-01-30,288.19,19213,268,8
108,2,2026-02-06,36.93,2462,35,1
108,3,2026-02-13,291.57,19438,270,7
108,4,2026-02-20,149.91,9994,139,4
109,0,2025-09-05,136.69,34173,66,69
109,1,2025-09-12,205.31,51327,99,105
109,2,2025-09-19,677.81,169453,325,344
110,0,2026-05-01,8.9,2226,0,4
110,1,2026-05-08,6.23,1558,0,2
110,2,2026-05-15,14.49,3623,0,6
110,3,2026-05-22,8.38,2096,0,4
110,4,2026-05-29,17.43,4357,0,7
110,5,2026-06-05,20.12,5030,0,9
110,6,2026-06-12,2.74,686,0,1
110,7,2026-06-19,5.65,1412,0,2
110,8,2026-06-26,18.48,4620,0,7
111,0,2025-11-07,50.63,12658,97,16
111,1,2025-11-14,139.79,34947,268,44
111,2,2025-11-21,36.71,9178,70,11
111,3,2025-11-28,41.54,10385,80,13
111,4,2025-12-05,169.38,42345,325,53
112,0,2025-11-14,324.21,54035,88,18
112,1,2025-11-21,107.7,17950,30,6
112,2,2025-11-28,235.34,39223,64,13
113,0,2026-05-15,20.16,3360,5,2
113,1,2026-05-22,42.47,7078,8,3
113,2,2026-05-29,8.43,1405,1,0
113,3,2026-06-05,15.23,2538,3,1
113,4,2026-06-12,23.8,3967,5,2
113,5,2026-06-19,13.1,2183,3,2
113,6,2026-06-26,32.59,5431,7,3
113,7,2026-07-03,9.89,1648,3,1
113,8,2026-07-10,21.1,3516,4,2
113,9,2026-07-17,10.85,1808,3,1
113,10,2026-07-24,14.12,2354,3,1
113,11,2026-07-31,2.36,393,0,0
114,0,2026-04-17,455.12,113781,1317,175
114,1,2026-04-24,357.81,89453,1034,137
115,0,2026-02-20,1.44,360,1,1
115,1,2026-02-27,30.28,7570,29,14
115,2,2026-03-06,88.98,22244,87,41
115,3,2026-03-13,44.41,11102,43,20
115,4,2026-03-20,84.68,21170,82,38
116,0,2025-12-12,87.94,14657,136,7
116,1,2025-12-19,6.2,1033,9,1
116,2,2025-12-26,307.0,51166,473,22
116,3,2026-01-02,175.31,29218,270,12
116,4,2026-01-09,67.88,11314,105,5
116,5,2026-01-16,57.95,9659,90,4
117,0,2026-03-06,155.61,10374,279,8
117,1,2026-03-13,167.78,11185,301,9
117,2,2026-03-20,97.96,6531,175,5
117,3,2026-03-27,19.3,1287,35,0
117,4,2026-04-03,464.62,30975,834,24
118,0,2025-09-19,95.07,11884,749,27
118,1,2025-09-26,41.35,5169,326,11
118,2,2025-10-03,34.02,4253,268,10
118,3,2025-10-10,121.5,15187,957,35
118,4,2025-10-17,8.62,1078,68,3
118,5,2025-10-24,202.45,25306,1595,58
118,6,2025-10-31,22.91,2864,181,7
118,7,2025-11-07,87.86,10982,692,25
119,0,2026-06-26,261.68,21807,687,17
119,1,2026-07-03,159.44,13287,419,10
119,2,2026-07-10,396.01,33001,1040,27
119,3,2026-07-17,527.48,43957,1385,34
119,4,2026-07-24,500.74,41728,1315,33
119,5,2026-07-31,1099.79,91649,2887,73
119,6,2026-08-07,97.33,8111,255,7
119,7,2026-08-14,234.88,19573,617,15
119,8,2026-08-21,99.28,8273,260,7
120,0,2025-11-28,19.22,3203,0,1
120,1,2025-12-05,6.4,1066,0,0
120,2,2025-12-12,102.44,17073,0,7
120,3,2025-12-19,47.42,7903,0,3
120,4,2025-12-26,25.94,4323,0,2
120,5,2026-01-02,21.55,3591,0,1
120,6,2026-01-09,19.06,3176,0,2
120,7,2026-01-16,83.57,13929,0,6
120,8,2026-01-23,11.56,1926,0,1
120,9,2026-01-30,51.01,8502,0,3
120,10,2026-02-06,50.98,8497,0,3
120,11,2026-02-13,65.53,10922,0,4
121,0,2026-01-23,27.19,6798,92,14
121,1,2026-01-30,50.91,12727,172,25
121,2,2026-02-06,61.36,15340,207,30
121,3,2026-02-13,64.83,16208,218,31
121,4,2026-02-20,64.38,16094,217,31
121,5,2026-02-27,52.22,13056,175,25
122,0,2025-10-10,247.22,20602,530,18
122,1,2025-10-17,225.32,18777,483,16
122,2,2025-10-24,23.41,1951,50,2
122,3,2025-10-31,206.78,17232,443,14
122,4,2025-11-07,137.87,11489,296,10
122,5,2025-11-14,100.28,8357,215,8
122,6,2025-11-21,297.37,24781,637,22
122,7,2025-11-28,187.98,15665,403,13
122,8,2025-12-05,235.85,19654,506,17
122,9,2025-12-12,87.41,7284,188,6
123,0,2026-01-09,30.78,5130,7,1
123,1,2026-01-16,36.34,6057,10,0
123,2,2026-01-23,17.32,2887,5,1
123,3,2026-01-30,4.23,705,1,0
124,0,2026-03-20,128.95,8597,168,5
124,1,2026-03-27,66.18,4412,87,3
124,2,2026-04-03,9.77,651,13,0
124,3,2026-04-10,49.5,3300,64,1
124,4,2026-04-17,28.82,1921,38,1
124,5,2026-04-24,25.76,1717,34,0
124,6,2026-05-01,69.47,4631,91,2
124,7,2026-05-08,135.71,9047,177,5
124,8,2026-05-15,94.59,6306,123,4
125,0,2026-07-10,591.38,39425,792,27
125,1,2026-07-17,120.64,8043,162,5
125,2,2026-07-24,65.21,4347,88,3
125,3,2026-07-31,358.45,23897,480,16
125,4,2026-08-07,138.57,9238,185,6
125,5,2026-08-14,144.56,9637,194,6
125,6,2026-08-21,310.61,20707,416,14
126,0,2026-08-07,189.66,21073,323,13
126,1,2026-08-14,126.32,14036,214,9
126,2,2026-08-21,251.91,27990,428,18
126,3,2026-08-28,147.1,16344,250,10
126,4,2026-09-04,137.46,15273,233,10
126,5,2026-09-11,87.77,9752,149,6
126,6,2026-09-18,28.62,3180,49,2
126,7,2026-09-25,215.53,23948,367,14
127,0,2026-03-13,87.61,21902,60,32
127,1,2026-03-20,73.22,18304,50,27
127,2,2026-03-27,23.05,5762,15,8
128,0,2026-06-12,5.51,1377,4,2
128,1,2026-06-19,4.06,1016,3,2
128,2,2026-06-26,7.27,1818,6,4
128,3,2026-07-03,2.04,509,1,1
128,4,2026-07-10,11.39,2848,9,6
128,5,2026-07-17,4.78,1196,4,3
128,6,2026-07-24,6.4,1599,5,4
128,7,2026-07-31,5.81,1452,4,3
128,8,2026-08-07,4.64,1161,4,2
128,9,2026-08-14,5.28,1319,5,3
128,10,2026-08-21,0.03,8,0,0
128,11,2026-08-28,5.8,1451,5,4
129,0,2025-11-28,38.49,6415,27,3
129,1,2025-12-05,114.55,19092,83,8
129,2,2025-12-12,87.28,14546,64,5
129,3,2025-12-19,49.43,8239,35,3
129,4,2025-12-26,47.08,7847,34,3
129,5,2026-01-02,19.8,3300,15,1
130,0,2025-10-03,2363.65,262628,3231,132
130,1,2025-10-10,534.81,59423,731,30
130,2,2025-10-17,287.1,31900,392,16
130,3,2025-10-24,457.28,50809,625,26
130,4,2025-10-31,446.36,49596,610,25
130,5,2025-11-07,528.86,58762,723,30
130,6,2025-11-14,814.83,90537,1114,46
130,7,2025-11-21,808.78,89865,1106,45
130,8,2025-11-28,1337.03,148559,1827,75
130,9,2025-12-05,654.63,72737,894,37
130,10,2025-12-12,701.14,77904,959,40
131,0,2026-07-10,734.13,81570,777,72
131,1,2026-07-17,152.5,16945,162,15
131,2,2026-07-24,148.9,16544,157,15
132,0,2026-02-27,120.75,8050,193,6
132,1,2026-03-06,221.48,14765,353,11
132,2,2026-03-13,274.47,18298,439,14
133,0,2026-07-24,35.29,2941,74,5
133,1,2026-07-31,44.2,3683,94,6
133,2,2026-08-07,28.3,2358,60,4
133,3,2026-08-14,46.75,3896,99,7
133,4,2026-08-21,32.46,2705,69,5
133,5,2026-08-28,144.48,12040,307,21
133,6,2026-09-04,26.74,2228,57,4
133,7,2026-09-11,18.67,1556,40,2
134,0,2025-12-19,124.61,10384,395,10
134,1,2025-12-26,22.81,1901,73,1
134,2,2026-01-02,12.74,1062,40,1
134,3,2026-01-09,64.28,5357,203,6
134,4,2026-01-16,177.25,14771,562,14
134,5,2026-01-23,88.25,7354,280,7
134,6,2026-01-30,91.87,7656,291,7
135,0,2026-03-20,4.02,335,12,0
135,1,2026-03-27,5.92,493,16,0
135,2,2026-04-03,5.74,478,17,0
135,3,2026-04-10,3.96,330,11,0
135,4,2026-04-17,20.0,1667,57,1
135,5,2026-04-24,3.6,300,10,0
135,6,2026-05-01,6.11,509,18,1
135,7,2026-05-08,5.72,477,16,1
135,8,2026-05-15,6.62,552,19,0
136,0,2026-01-02,107.36,8947,178,6
136,1,2026-01-09,360.83,30069,600,17
136,2,2026-01-16,109.09,9091,181,6
136,3,2026-01-23,94.26,7855,157,4
136,4,2026-01-30,491.68,40973,816,23
136,5,2026-02-06,421.39,35116,700,20
136,6,2026-02-13,273.13,22761,453,12
136,7,2026-02-20,228.37,19031,379,11
136,8,2026-02-27,43.4,3617,72,2
136,9,2026-03-06,606.49,50541,1007,29
137,0,2026-01-02,37.62,4180,51,3
137,1,2026-01-09,24.54,2727,34,3
137,2,2026-01-16,23.12,2569,32,3
137,3,2026-01-23,86.27,9585,118,9
137,4,2026-01-30,68.13,7570,92,7
138,0,2025-10-31,40.73,10183,56,21
138,1,2025-11-07,63.18,15794,86,34
138,2,2025-11-14,16.31,4077,22,9
138,3,2025-11-21,47.45,11862,64,25
138,4,2025-11-28,42.15,10538,57,22
138,5,2025-12-05,85.93,21483,117,46
139,0,2025-11-21,55.6,6178,104,4
139,1,2025-11-28,44.69,4966,84,3
139,2,2025-12-05,282.62,31402,529,20
139,3,2025-12-12,111.6,12400,209,8
139,4,2025-12-19,155.04,17227,290,10
139,5,2025-12-26,41.62,4625,78,2
139,6,2026-01-02,12.74,1416,24,1
139,7,2026-01-09,309.26,34362,579,21
140,0,2025-11-28,131.16,16395,843,40
140,1,2025-12-05,53.9,6738,347,16
141,0,2025-11-28,57.12,6347,66,5
141,1,2025-12-05,38.74,4305,46,3
141,2,2025-12-12,83.79,9310,98,8
141,3,2025-12-19,13.25,1472,16,1
141,4,2025-12-26,34.57,3841,40,3
141,5,2026-01-02,121.86,13540,142,11
141,6,2026-01-09,18.04,2004,22,2
141,7,2026-01-16,70.2,7800,82,7
142,0,2026-03-06,28.02,1868,47,1
142,1,2026-03-13,60.36,4024,100,4
142,2,2026-03-20,42.02,2801,70,2
142,3,2026-03-27,57.3,3820,96,3
142,4,2026-04-03,17.8,1187,30,1
142,5,2026-04-10,291.9,19460,488,17
142,6,2026-04-17,47.49,3166,79,2
142,7,2026-04-24,117.23,7815,196,7
142,8,2026-05-01,159.93,10662,268,9
142,9,2026-05-08,248.01,16534,414,14
143,0,2025-09-05,113.41,9451,237,4
143,1,2025-09-12,754.28,62857,1579,28
143,2,2025-09-19,302.36,25197,633,11
143,3,2025-09-26,212.81,17734,446,8
143,4,2025-10-03,173.95,14496,364,7
143,5,2025-10-10,867.38,72282,1816,33
143,6,2025-10-17,84.95,7079,178,3
144,0,2026-06-26,266.9,22242,630,25
144,1,2026-07-03,752.7,62725,1779,72
144,2,2026-07-10,707.84,58987,1672,67
144,3,2026-07-17,303.14,25262,716,29
144,4,2026-07-24,287.45,23954,680,28
144,5,2026-07-31,77.15,6429,182,7
144,6,2026-08-07,219.26,18272,519,20
144,7,2026-08-14,399.19,33266,944,37
144,8,2026-08-21,401.28,33440,948,38
144,9,2026-08-28,4.96,413,12,1
145,0,2026-01-23,29.53,2461,73,1
145,1,2026-01-30,151.34,12612,373,8
145,2,2026-02-06,155.65,12971,383,8
145,3,2026-02-13,7.02,585,17,1
145,4,2026-02-20,23.83,1986,58,2
145,5,2026-02-27,40.16,3347,99,2
145,6,2026-03-06,55.96,4663,138,2
145,7,2026-03-13,50.02,4168,123,3
145,8,2026-03-20,42.06,3505,104,2
145,9,2026-03-27,16.39,1366,40,1
146,0,2026-07-03,26.34,6586,27,17
146,1,2026-07-10,18.11,4528,18,11
146,2,2026-07-17,1.38,345,1,1
146,3,2026-07-24,15.69,3922,16,10
146,4,2026-07-31,15.63,3908,16,10
146,5,2026-08-07,9.42,2354,10,6
147,0,2025-11-07,255.9,28433,248,13
147,1,2025-11-14,41.91,4657,40,2
147,2,2025-11-21,262.3,29144,254,13
147,3,2025-11-28,257.65,28628,250,13
147,4,2025-12-05,74.39,8265,72,3
147,5,2025-12-12,40.88,4542,40,2
147,6,2025-12-19,303.17,33686,294,15
147,7,2025-12-26,329.91,36657,320,17
147,8,2026-01-02,106.33,11815,103,5
147,9,2026-01-09,102.28,11365,100,5
147,10,2026-01-16,197.03,21892,190,9
147,11,2026-01-23,124.89,13877,121,7
148,0,2026-03-06,58.11,7264,479,18
148,1,2026-03-13,23.95,2994,198,8
148,2,2026-03-20,53.04,6630,437,17
148,3,2026-03-27,8.98,1123,75,3
148,4,2026-04-03,30.94,3868,255,10
148,5,2026-04-10,21.18,2648,174,6
148,6,2026-04-17,36.98,4622,305,11
148,7,2026-04-24,2.73,341,22,1
148,8,2026-05-01,35.46,4432,293,11
148,9,2026-05-08,12.4,1550,102,4
148,10,2026-05-15,21.98,2748,182,6
148,11,2026-05-22,76.25,9531,628,24
149,0,2026-02-20,25.71,3214,185,7
149,1,2026-02-27,17.82,2228,128,4
149,2,2026-03-06,80.53,10066,579,21
149,3,2026-03-13,73.34,9168,527,18
149,4,2026-03-20,72.08,9010,518,18
149,5,2026-03-27,29.11,3639,209,8
150,0,2026-04-10,114.13,28533,49,51
150,1,2026-04-17,113.81,28452,50,51
150,2,2026-04-24,35.72,8931,16,16
150,3,2026-05-01,82.12,20530,36,37
150,4,2026-05-08,174.85,43712,76,78
150,5,2026-05-15,194.47,48618,85,86
150,6,2026-05-22,215.12,53780,93,96
